,sentence,location_list,type_list,error_list
177,专家估计现在世界上的饥饿人口{CJ-zy已}达到几亿{CJ+zxy人}。,"d.t.u.d.c.a.s.t.Sentence(begin=138, end=174)",0,0
178,最近[C]在中国，无{CC未}污染的“绿色食品”受到{CC2受}人们的欢迎。,"d.t.u.d.c.a.s.t.Sentence(begin=174, end=212)",0,0
179,但是这些“绿色食品”普及到海外国家的话，产量就越来越少，解决饥饿问题会越来越困难。,"d.t.u.d.c.a.s.t.Sentence(begin=212, end=253)",0,0
180,那么，我们应该怎样对待这个问题呢？,"d.t.u.d.c.a.s.t.Sentence(begin=253, end=270)",0,0
181,我认为“绿[C]色食品”是第一位的。,"d.t.u.d.c.a.s.t.Sentence(begin=270, end=288)",0,0
182,“绿[C]色食品”之所以受欢迎不是因为它的价格便宜，而是越来越多的人重视自己的健康，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=288, end=335)",0,0
183,健康是对人类最重要的。,"d.t.u.d.c.a.s.t.Sentence(begin=335, end=346)",0,0
184,我希望“绿[C]色食品”在世界上更加占优势，以便改善人们{CC人人}的健康状态。,"d.t.u.d.c.a.s.t.Sentence(begin=346, end=386)",0,0
185,"那么随着化肥和农药使用量的减[F減]少、[BC,]产量降低[C]、[BC,]导致更严[F厳]重的饥饿问题的话，我们该怎么办呢？","d.t.u.d.c.a.s.t.Sentence(begin=386, end=449)",0,0
186,我认为，增加农作物{CJ-by产量}的方法不仅仅是使用大量的化肥和农药。,"d.t.u.d.c.a.s.t.Sentence(begin=449, end=485)",0,0
187,除此之外，还[C]有一[L]些方法。,"d.t.u.d.c.a.s.t.Sentence(begin=485, end=503)",0,0
188,[BC，]比如说，改善土地的质[C]量，防治沙漠化，{CJ-sy进行}绿[C]化对策，改变农作物的基因等等。,"d.t.u.d.c.a.s.t.Sentence(begin=503, end=557)",0,0
189,通[C]过[C]这[C]些方法我们也能够解决饥饿问题。,"d.t.u.d.c.a.s.t.Sentence(begin=557, end=584)",0,0
190,"（）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=584, end=594)",0,0
191,我认为吃“绿色食品”是第一位的。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=16)",0,0
192,我这么认为是有[B由]两个理由：第一，不用化肥和农药是为了人们的健康而非常重要的{CJZR}。,"d.t.u.d.c.a.s.t.Sentence(begin=16, end=63)",0,0
193,虽然它们大大提高了农作物的产量，但是我们可以看到{CC看见}在世界上很多人由于它们所带来的{CJ+dy负面}化学污[C]染而病倒，甚至死亡。,"d.t.u.d.c.a.s.t.Sentence(begin=63, end=133)",0,0
194,这是对人类多么的危险呢！,"d.t.u.d.c.a.s.t.Sentence(begin=133, end=145)",0,0
195,我认为用化肥和农药不是长远{CC远见}的办法{CC看法}，从多层面的角度来说，它们是弊大于利{CC利少弊大}。,"d.t.u.d.c.a.s.t.Sentence(begin=145, end=200)",0,0
196,第二个理由是，挨饿是我们不用化肥和农药而能够解决的问题。,"d.t.u.d.c.a.s.t.Sentence(begin=200, end=228)",0,0
197,现在世界粮食分配{CC分布}太不合理{CC平衡}{CD的}。,"d.t.u.d.c.a.s.t.Sentence(begin=228, end=258)",0,0
198,"发达{CC发展}国家的人每天剩[B剰]下大量的吃不了的菜，而贫困国家的人没有得到足够的粮食[BD,]{CQ甚至}饿死。","d.t.u.d.c.a.s.t.Sentence(begin=258, end=317)",1,{CQ甚至}
199,"在这种情况下，{CQ如果}世界上各种组织或者志愿[F願]者站出来{CC起来}[BD,]援助他们的话，一定会解决这种{CQ种}不平衡的问题。","d.t.u.d.c.a.s.t.Sentence(begin=317, end=386)",1,{CQ如果}
200,当然，这是一个老大难问题。,"d.t.u.d.c.a.s.t.Sentence(begin=386, end=399)",0,0
201,我们每个人都意识到世界上挨饿的人{CJy}，从而反思过度的物质生活——当然包括粮食问题是重要的。,"d.t.u.d.c.a.s.t.Sentence(begin=399, end=447)",0,0
202,"因此我认为，我们以后尽量不用化肥和农药来生产[BQ“]绿色食品[BQ”]是应该的，同时考虑[F慮]世界上贫困国家或地区的情况,为了解决挨饿问题而行动起来是必要的。","d.t.u.d.c.a.s.t.Sentence(begin=447, end=528)",0,0
203,我们为了给下一代留下美好的未来和{CJ-sy使}人类共存[BQ，]{CD而}应该付出努力{CC力量}。,"d.t.u.d.c.a.s.t.Sentence(begin=528, end=579)",1,{CD而}
204,"（）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=579, end=589)",0,0
205,{CP我认为吃“绿色食品”是第一位的，因为为了解决发展中国家的温饱问题，大量生产受到{CC受过}化学污染的食物，吃了这些食物的人将来会早死。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=70)",0,0
206,P}我觉得现在挨饿的人也不愿意吃受到{CC受过}化学污染的食物，因为这些食物好像逼他们死似的，对他们的健康没有好处。,"d.t.u.d.c.a.s.t.Sentence(begin=70, end=128)",0,0
207,我认为解决这个问题{CQ的}关键在于发展{CC提高}科学技术。,"d.t.u.d.c.a.s.t.Sentence(begin=128, end=159)",0,0
208,"现在很多发达国家为了生产“绿色食品”[BQ,]在农业方面[BD,]投入{CC提供}大量的[B地]资金。","d.t.u.d.c.a.s.t.Sentence(begin=159, end=210)",0,0
209,"比如，在日本[BQ,]人们非常喜欢吃黄瓜，因为黄瓜和生鱼片一起吃特别好吃。","d.t.u.d.c.a.s.t.Sentence(begin=210, end=247)",0,0
210,但是由于生产黄瓜比较麻烦，很多农民在生产的过程中使用化肥。,"d.t.u.d.c.a.s.t.Sentence(begin=247, end=276)",0,0
211,前一段时间媒体报道这件事情，引起了社会各界人士的关注，特别是政府。,"d.t.u.d.c.a.s.t.Sentence(begin=276, end=309)",0,0
212,政府召开临时会议，决定将在农业方面投入{CC提供}更[B便]多的资金，并{CC1而且}向农业大学提供一些资金研制“绿色食品”。,"d.t.u.d.c.a.s.t.Sentence(begin=309, end=372)",1,并{CC1而且}
213,此后，东北农业大学努力进行研究，开发出了不用化肥可以生产黄瓜的机械。,"d.t.u.d.c.a.s.t.Sentence(begin=372, end=406)",0,0
214,我觉得这件事情是一个很典型的例子。,"d.t.u.d.c.a.s.t.Sentence(begin=406, end=423)",0,0
215,总之，我认为生产“绿色食品”比解决挨饿问题还重要，为此发达国家政府在农业方面应投入{CC提供}大量资金，发展{CC提高}科学技术。,"d.t.u.d.c.a.s.t.Sentence(begin=423, end=488)",0,0
216,"（）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=488, end=498)",0,0
217,[BQ“]绿色食品[BQ”]与饥饿我认为吃“绿色食品”是第一位{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=38)",0,0
218,随着经济的发展[BQ，]人们的生活水平提高了，{CJ+zy生活上}享受{CC得到}丰富[B福]的物质生活，人们[C]开始注意自己的健康。,"d.t.u.d.c.a.s.t.Sentence(begin=38, end=106)",0,0
219,我平时也注意自己的健康，在超市{CJ-zxy买东西}会选择“绿色食品”。,"d.t.u.d.c.a.s.t.Sentence(begin=106, end=142)",0,0
220,其实现在世界上还有几亿人因缺少粮食而挨饿。,"d.t.u.d.c.a.s.t.Sentence(begin=142, end=163)",0,0
221,但只因为这点不能说另外的几十亿人不要吃“绿色食品”。,"d.t.u.d.c.a.s.t.Sentence(begin=163, end=189)",0,0
222,我认为{CD使}“绿色食品”这个事业好好发展下去，可以帮助那些饥饿的人。,"d.t.u.d.c.a.s.t.Sentence(begin=189, end=225)",0,0
223,我们所说的“绿色食品”有利于健康，但价格上比一般[B船]的贵几倍，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=225, end=263)",0,0
224,那么“绿色食品”的税比一般[B船]的贵一些。,"d.t.u.d.c.a.s.t.Sentence(begin=263, end=285)",0,0
225,我们可以利用这些[L]税的一部分，经营一般[B船]农产品企业。,"d.t.u.d.c.a.s.t.Sentence(begin=285, end=316)",0,0
226,然后把这[C]些农产品提供给因{CJX}世界上缺少粮食而饥饿的人。,"d.t.u.d.c.a.s.t.Sentence(begin=316, end=349)",1,些农产品提供给因{CJX}
227,这[C]样可以给他们提供比较便宜又丰富[C]的农产品。,"d.t.u.d.c.a.s.t.Sentence(begin=349, end=376)",0,0
228,我们可以满足需要[BQ“]绿色食品[BQ”]的消费者，而且{CJ-zy也}可以帮助这[C]个世界上因缺少粮食而饥饿的几亿人。,"d.t.u.d.c.a.s.t.Sentence(begin=376, end=438)",1,{CJ-zy也}
229,"（）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=438, end=448)",0,0
230,[BQ“]绿色食品[BQ”]与饥饿衣、住、食，这三个方面{CC条件}是人类生活必不可少的东西。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=47)",0,0
231,但不穿衣服也能活，没有房子也能活，可没东西可吃，人会饿死的。,"d.t.u.d.c.a.s.t.Sentence(begin=47, end=77)",0,0
232,随着科学和经济的发展{CC发达}，[BC.]人们越来越重视今天吃什么的问题和吃{CC食}{CD这个}对身体有什么好处的问题。,"d.t.u.d.c.a.s.t.Sentence(begin=77, end=139)",0,0
233,但这只是有衣、有房{CC住}、有吃{CC食}的人的想法。,"d.t.u.d.c.a.s.t.Sentence(begin=139, end=167)",0,0
234,在这地球上还有没有东西可吃饿死的人呢！,"d.t.u.d.c.a.s.t.Sentence(begin=167, end=186)",0,0
235,[BC？],"d.t.u.d.c.a.s.t.Sentence(begin=186, end=191)",0,0
236,我们这些衣、住、食三项都齐全的人{CC1人们}应多为挨饿{CC饿死}的人着想。,"d.t.u.d.c.a.s.t.Sentence(begin=191, end=230)",0,0
237,现在食品市场上[BD.]流行[BQ“]绿色食品[BQ”]，这些被称为[BQ“]绿色食品[BQ”]的食物，大多指的是蔬[B疏]菜。,"d.t.u.d.c.a.s.t.Sentence(begin=230, end=294)",0,0
238,它们都是少放化肥、[BC，]少放农药、[BC，]自然生长而成的蔬[B疏]菜。,"d.t.u.d.c.a.s.t.Sentence(begin=294, end=332)",0,0
239,它们对人体有许多好处，所以它们的价格比普通蔬[B疏]菜贵一些，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=332, end=368)",0,0
240,但{CC而}还有很多人爱买它们。,"d.t.u.d.c.a.s.t.Sentence(begin=368, end=384)",1,但{CC而}
241,但我认为，如果他们把买[BQ“]绿色食品[BQ”]的钱省{CC节用}一点，把节约的部分捐[C]给[BQ“]希望工程[BQ”]之类的地方，那么我们就能救活几十个、甚至几百个人。,"d.t.u.d.c.a.s.t.Sentence(begin=384, end=471)",0,0
242,那是多么美好的情景{CC情境}啊！,"d.t.u.d.c.a.s.t.Sentence(begin=471, end=488)",0,0
243,"生命只有一次.我自己的生命很重要,而{CC1所以}别人的生命也同样重要。","d.t.u.d.c.a.s.t.Sentence(begin=488, end=524)",1,而{CC1所以}
244,具有健康身体的人吃了几种{CC道}[BQ“]绿色食品[BQ”]，会[C]对身体有点好处，但若用吃菜的钱能救活{CD了}几个人，并学到了爱心，那哪一个选择更为可贵{CC珍贵}呢？,"d.t.u.d.c.a.s.t.Sentence(begin=524, end=612)",0,0
245,{CQ让}我们做一个富有爱心{CC爱民}的人吧！,"d.t.u.d.c.a.s.t.Sentence(begin=612, end=636)",0,0
246,"（）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=636, end=646)",0,0
247,随[C]着科学的进步发展，我[C]们看到许多的新技术和它带来的利益，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=0, end=39)",0,0
248,但一切[C]事物{CC万物}有利有弊。,"d.t.u.d.c.a.s.t.Sentence(begin=39, end=58)",0,0
249,从{CC在}农业方面来[F來]看，使用化肥问[C]题引人注目。,"d.t.u.d.c.a.s.t.Sentence(begin=58, end=89)",0,0
250,如果使用化肥和农药，应该产量{CJX}就会大大提高，也许，有助于解决世界饥饿问题，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=89, end=135)",0,0
251,但这是一时的效果。,"d.t.u.d.c.a.s.t.Sentence(begin=135, end=144)",0,0
252,据报道，化肥和农药的使用已经达到了危险[C]的地步。,"d.t.u.d.c.a.s.t.Sentence(begin=144, end=170)",0,0
253,拿韩国某个地方来[C]说{CC看}，化肥和农药的长期使用，已经造成了土地的荒废化，[BC、]而且很多农民都莫名其妙地患了一系列的病。,"d.t.u.d.c.a.s.t.Sentence(begin=170, end=236)",0,0
254,[BC.]化肥和农药的负面作用还[C]有其积累性。,"d.t.u.d.c.a.s.t.Sentence(begin=236, end=261)",0,0
255,"[BC.]它除了{CC不但}{CJ-sy影响}现代当事人[B认]外,还影响到后代。","d.t.u.d.c.a.s.t.Sentence(begin=261, end=302)",1,{CC不但}
256,现在我[C]们拥有的土地并不是我们的，是我[C]们借用后代的，我[C]们必须好好利用它[BQ、]爱护它才对。,"d.t.u.d.c.a.s.t.Sentence(begin=302, end=356)",0,0
257,[BC.]关于饥饿问题，其实饥饿问[C]题跟农药或化肥使用是没有什么关系{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=356, end=399)",0,0
258,"[BC.]很多情况[C]下,饥饿问[C]题是人类本身过[C]度的利己主义或[C]战争{CD来}造成的。","d.t.u.d.c.a.s.t.Sentence(begin=399, end=450)",0,0
259,我[C]们应该充分考虑这[C]个世界的未来[F來]，我们后代的未来[F來]。,"d.t.u.d.c.a.s.t.Sentence(begin=450, end=488)",0,0
260,这样的话，我[C]们[L]应该限制化肥和农药[B它]的使用。,"d.t.u.d.c.a.s.t.Sentence(begin=488, end=518)",0,0
261,[BC.]也{CJX}生活当中应该利用“绿色食品”[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=518, end=548)",1,也{CJX}
262,这样的话，我[C]们可以保护我[C]们的环境，也可以保证我们{CD的}灿烂的未来[F來]{CJy}。,"d.t.u.d.c.a.s.t.Sentence(begin=548, end=598)",0,0
263,"（）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=598, end=608)",0,0
264,绿色食品与饥饿绿[C]色食品在市场与消费者见面的历史并不久，也就是说，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=0, end=40)",0,0
265,到目前为止未解决的问题挺多的。,"d.t.u.d.c.a.s.t.Sentence(begin=40, end=55)",0,0
266,以现在的情况来看，绿色食品在欧美地区先[B失]进国家比较常见，其他地区的发展{CC发达}中国家{CD为}正是相反，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=55, end=117)",0,0
267,不只少见，就算有{CJ-zhuy人们}也得考虑[F慮]价[C]格[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=117, end=153)",0,0
268,我认为这表示绿[C]色食品与每个国家的{CC之}经济状况有关。,"d.t.u.d.c.a.s.t.Sentence(begin=153, end=184)",0,0
269,因为一个国家首先[B失]要解决的问题可能是老百姓的饮食问题，这个问题是非常重要的。,"d.t.u.d.c.a.s.t.Sentence(begin=184, end=225)",0,0
270,{CP如果{CC2那}已达到{CJ+sy能掌握}全体{CC2全}国民的饮[C]食足够的目标[F標]，就开始关心人们的身体状况[C]，就是健康问题。,"d.t.u.d.c.a.s.t.Sentence(begin=225, end=298)",0,0
271,这就是医学随[F隨]着国家包括{CD给}经济的各方面的发展[BD，]也自然而然会发达。,"d.t.u.d.c.a.s.t.Sentence(begin=298, end=341)",0,0
272,P}我想，吃绿色食品和不挨饿其中选哪一个是第一位这个大题，也许没有正确[C]答案。,"d.t.u.d.c.a.s.t.Sentence(begin=341, end=382)",0,0
273,现在世界上因缺少粮食而挨饿的人的确[F確]很多，但不是全世界的人都在{CQ因}缺粮食{CQ而}挨饿。,"d.t.u.d.c.a.s.t.Sentence(begin=382, end=432)",1,{CQ因}
274,所以，先[B失]充分[B份]考虑[F慮]全球{CD每}各个国家的粮食供给的状况，再决定要绿[C]色食品，还是先[B失]使用化肥和农药，先[B失]解决人们的饥饿[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=432, end=515)",0,0
275,[BC，]在这两{CQ个}中选[B迭]第一{CJX}出来是由每一个国家自己来决定{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=515, end=562)",0,0
276,总而言之，我相信总有一天一个没有饥饿的世界一定会来到[L]{CJZR}。,"d.t.u.d.c.a.s.t.Sentence(begin=562, end=598)",0,0
277,"()(157D)""}","d.t.u.d.c.a.s.t.Sentence(begin=598, end=608)",0,0
278,应该生产{CC产生}[BQ“]绿色食品[BQ”]的理由随着科学的发展，我们的生活越来越方便、美好。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=49)",0,0
279,我们每天穿好的衣服、吃好的东西、坐车[B东]上[BD、]下班。,"d.t.u.d.c.a.s.t.Sentence(begin=49, end=80)",0,0
280,但是环境不断地污染，所以我们一边享受美好的生活，一边感到{CC感觉}危险[B隐]。,"d.t.u.d.c.a.s.t.Sentence(begin=80, end=121)",0,0
281,最近，有些科学家强调应该生产{CC产生}[BQ“]绿色食品[BQ”]以{CC1为了}避免环境污染的危害。,"d.t.u.d.c.a.s.t.Sentence(begin=121, end=173)",1,{CC1为了}
282,虽然{CD全}农作物的产量会降低，但很多人可以放心地吃东西。,"d.t.u.d.c.a.s.t.Sentence(begin=173, end=203)",0,0
283,有些人肯定这样说：“那么，挨饿的几亿人呢？,"d.t.u.d.c.a.s.t.Sentence(begin=203, end=224)",0,0
284,他们无法维持生命{CC2生在存}啊{CC吗}！,"d.t.u.d.c.a.s.t.Sentence(begin=224, end=247)",0,0
285,[BC？]”,"d.t.u.d.c.a.s.t.Sentence(begin=247, end=253)",0,0
286,当然不对！,"d.t.u.d.c.a.s.t.Sentence(begin=253, end=258)",0,0
287,你们还不相信科学的能力吗？,"d.t.u.d.c.a.s.t.Sentence(begin=258, end=271)",0,0
288,科学的能力比你们想象[B像]的更了不起！,"d.t.u.d.c.a.s.t.Sentence(begin=271, end=291)",0,0
289,"现在你们觉得{CD全}农作物比以前少得多,可是随着{CC因为}科学不断地发展,{CD所以}能满足{CC合适}世界的农作物需求量。","d.t.u.d.c.a.s.t.Sentence(begin=291, end=355)",1,{CC因为}
290,[BC！],"d.t.u.d.c.a.s.t.Sentence(begin=355, end=360)",0,0
291,如果我们选择跟现在一样的方式，看起来好像解决{CQ了}饥饿问题。,"d.t.u.d.c.a.s.t.Sentence(begin=360, end=392)",0,0
292,可是过一段时间以后，会{CC能}发现我们犯了错误，因为用化肥和农药种植{CC产生}的农作物肯定会引起环境污染的危害。,"d.t.u.d.c.a.s.t.Sentence(begin=392, end=450)",0,0
293,吃那些农作物的人都{CJ-zy会}得病，而且那些人的数字[B子]比挨饿的人更多。,"d.t.u.d.c.a.s.t.Sentence(begin=450, end=490)",0,0
294,对我来说，我想选择前者。,"d.t.u.d.c.a.s.t.Sentence(begin=490, end=502)",0,0
295,你们想选择什么？,"d.t.u.d.c.a.s.t.Sentence(begin=502, end=510)",0,0
296,前者还是后者？,"d.t.u.d.c.a.s.t.Sentence(begin=510, end=517)",0,0
